text,label
"  We report recent results of the CANGAROO Collaboration on very high energy
gamma ray emission from pulsars, their nebulae, SNR and AGN in the southern
sky. Observations are made in South Australia using the imaging technique of
detecting atmospheric Cerenkov light from gamma rays higher than about 1 TeV.
The detected gamma rays are most likely produced by the inverse Compton process
by electrons which also radiate synchrotron X-rays. Together with information
from longer wavelengths, our results can be used to infer the strength of
magnetic field in the emission region of gamma rays as well as the energy of
the progenitor electrons. A description of the CANGAROO project is also given,
as well as details of the new telescope of 7 m diameter which is scheduled to
be in operation within two years.
",astro-ph
"  A new type of magnonic crystals, curvature induced ones, is realized in
ferromagnetic nanowires with periodically deformed shape. A magnon band
structure of such crystal is fully determined by its curvature: the developed
theory is well confirmed by simulations. An application to nanoscale spintronic
devises with the geometrically tunable parameters is proposed, namely, to
filter elements.
",cond-mat
"  We consider the Nernst effect in the normal state of the underdoped cuprate
superconductors, where recent quantum oscillation experiments have indicated
the existence of Fermi surface pockets and quasiparticle ambipolarity in the
excitation spectrum. Using an ambipolar d-density wave model for the pseudogap,
we predict a peak in the Nernst coefficient with decreasing temperature below
the pseudogap temperature. The existence of the peak and its sign, which we
predict to be the same as that due to mobile vortices in a superconductor,
result from the dominance of the electron pocket at low temperatures, as has
been observed in recent Hall experiments.
",cond-mat
"  We study the geometry of the action of SL(2,R) on the projective line in
order to present a new and simpler proof of the Herman-Avila-Bochi formula.
This formula gives the average Lyapunov exponent of a class of 1-families of
SL(2,R)-cocycles.
",math
"  We report a practical finite-time algorithmic scheme to compute approximately
stationary points for nonconvex nonsmooth Lipschitz functions. In particular,
we are interested in two kinds of approximate stationarity notions for
nonconvex nonsmooth problems, i.e., Goldstein approximate stationarity (GAS)
and near-approximate stationarity (NAS). For GAS, our scheme removes the
unrealistic subgradient selection oracle assumption in (Zhang et al., 2020,
Assumption 1) and computes GAS with the same finite-time complexity. For NAS,
Davis & Drusvyatskiy (2019) showed that $\rho$-weakly convex functions admit
finite-time computation, while Tian & So (2021) provided the matching
impossibility results of dimension-free finite-time complexity for first-order
methods. Complement to these developments, in this paper, we isolate a new
class of functions that could be Clarke irregular (and thus not weakly convex
anymore) and show that our new algorithmic scheme can compute NAS points for
functions in that class within finite time. To demonstrate the wide
applicability of our new theoretical framework, we show that $\rho$-margin SVM,
$1$-layer, and $2$-layer ReLU neural networks, all being Clarke irregular,
satisfy our new conditions.
",math
"  The Stokes phenomenon is the apparent discontinuous change in the form of the
asymptotic expansion of a function across certain rays in the complex plane,
known as Stokes lines, as additional expansions, pre-factored by exponentially
small terms, appear in its representation. It was first observed by G. G.
Stokes while studying the asymptotic behaviour of the Airy function. R. B.
Dingle proposed a set of rules for locating Stokes lines and continuing
asymptotic expansions across them. Included among these rules is the ""final
main rule"" stating that half the discontinuity in form occurs on reaching the
Stokes line, and half on leaving it the other side. M. V. Berry demonstrated
that, if an asymptotic expansion is terminated just before its numerically
least term, the transition between two different asymptotic forms across a
Stokes line is effected smoothly and not discontinuously as in the conventional
interpretation of the Stokes phenomenon. On a Stokes line, in accordance with
Dingle's final main rule, Berry's law predicts a multiplier of $\frac{1}{2}$
for the emerging small exponentials. In this paper, we consider two closely
related asymptotic expansions in which the multipliers of exponentially small
contributions may no longer obey Dingle's rule: their values can differ from
$\frac{1}{2}$ on a Stokes line and can be non-zero only on the line itself.
This unusual behaviour of the multipliers is a result of a sequence of
higher-order Stokes phenomena. We show that these phenomena are rapid but
smooth transitions in the remainder terms of a series of optimally truncated
hyperasymptotic re-expansions. To this end, we verify a conjecture due to C. J.
Howls.
",math
"  We propose a general purpose active learning algorithm for structured
prediction, gathering labeled data for training a model that outputs a set of
related labels for an image or video. Active learning starts with a limited
initial training set, then iterates querying a user for labels on unlabeled
data and retraining the model. We propose a novel algorithm for selecting data
for labeling, choosing examples to maximize expected information gain based on
belief propagation inference. This is a general purpose method and can be
applied to a variety of tasks or models. As a specific example we demonstrate
this framework for learning to recognize human actions and group activities in
video sequences. Experiments show that our proposed algorithm outperforms
previous active learning methods and can achieve accuracy comparable to fully
supervised methods while utilizing significantly less labeled data.
",cs
"  We present a novel deep learning based algorithm for video inpainting. Video
inpainting is a process of completing corrupted or missing regions in videos.
Video inpainting has additional challenges compared to image inpainting due to
the extra temporal information as well as the need for maintaining the temporal
coherency. We propose a novel DNN-based framework called the Copy-and-Paste
Networks for video inpainting that takes advantage of additional information in
other frames of the video. The network is trained to copy corresponding
contents in reference frames and paste them to fill the holes in the target
frame. Our network also includes an alignment network that computes affine
matrices between frames for the alignment, enabling the network to take
information from more distant frames for robustness. Our method produces
visually pleasing and temporally coherent results while running faster than the
state-of-the-art optimization-based method. In addition, we extend our
framework for enhancing over/under exposed frames in videos. Using this
enhancement technique, we were able to significantly improve the lane detection
accuracy on road videos.
",cs
"  Retrieving relevant items that match users' queries from billion-scale corpus
forms the core of industrial e-commerce search systems, in which
embedding-based retrieval (EBR) methods are prevailing. These methods adopt a
two-tower framework to learn embedding vectors for query and item separately
and thus leverage efficient approximate nearest neighbor (ANN) search to
retrieve relevant items. However, existing EBR methods usually ignore
inconsistent user behaviors in industrial multi-stage search systems, resulting
in insufficient retrieval efficiency with a low commercial return. To tackle
this challenge, we propose to improve EBR methods by learning Multi-level
Multi-Grained Semantic Embeddings(MMSE). We propose the multi-stage information
mining to exploit the ordered, clicked, unclicked and random sampled items in
practical user behavior data, and then capture query-item similarity via a
post-fusion strategy. We then propose multi-grained learning objectives that
integrate the retrieval loss with global comparison ability and the ranking
loss with local comparison ability to generate semantic embeddings. Both
experiments on a real-world billion-scale dataset and online A/B tests verify
the effectiveness of MMSE in achieving significant performance improvements on
metrics such as offline recall and online conversion rate (CVR).
",cs
"  We study a single-server Markovian queueing model with $N$ customer classes
in which priority is given to the shortest queue. Under a critical load
condition, we establish the diffusion limit of the workload and queue length
processes in the form of a Walsh Brownian motion (WBM) living in the union of
the $N$ nonnegative coordinate axes in $\mathbb{R}^N$ and a linear
transformation thereof. This reveals the following asymptotic behavior. Each
time that queues begin to build starting from an empty system, one of them
becomes dominant in the sense that it contains nearly all the workload in the
system, and it remains so until the system becomes (nearly) empty again. The
radial part of the WBM, given as a reflected Brownian motion (RBM) on the
half-line, captures the total workload asymptotics, whereas its angular
distribution expresses how likely it is for each class to become dominant on
excursions.
  As a heavy traffic result it is nonstandard in three ways: (i) In the
terminology of Harrison (1995) it is unconventional, in that the limit is not
an RBM. (ii) It does not constitute an invariance principle, in that the limit
law (specifically, the angular distribution) is not determined solely by the
first two moments of the data, and is sensitive even to tie breaking rules.
(iii) The proof method does not fully characterize the limit law (specifically,
it gives no information on the angular distribution).
",math
"  Alkali halide crystals doped with certain impurity ions show a low
temperature behaviour, which differs significantly from that of pure crystals.
The origin of these characteristic differences are tunneling centers formed by
atomic or molecular impurity ions. We have investigated the dielectric
susceptibility of hydroxyl ions in NaCl crystals at very low concentrations
(below 30 ppm), where interactions are believed to be negligible. We find that
the temperature dependence of the susceptibility is noticeably different from
what one would expect for isolated defects in a symmetric environment. We
propose that the origin of these deviations are random internal strains arising
from imperfections of the host crystal. We will present the experimental data
and a theoretical model which allows a quantitative understanding on a
microscopic basis.
",cond-mat
"  In this work, we aim to extend the application of the fractional calculus in
the realm of quantum mechanics. We present a time fractional Pauli equation
containing Caputo fractional derivative. By use of the new equation we study
the electron spin precession problem in a homogeneous constant magnetic field.
",physics
"  Magnetic skyrmion, i.e. a topologically stable swirling spin texture, appears
as a particle-like object in the two-dimensional (2D) systems, and has recently
attracted attention as a candidate of novel information carrier. In the real
three-dimensional (3D) systems, a skyrmion is expected to form a string
structure along an extra dimension, while its experimental identification has
rarely been achieved. Here, we report the direct visualization of 3D shape of
individual skyrmion strings, for the recently discovered room-temperature
skyrmion-hosting noncentrosymmetric compound Mn1.4Pt0.9Pd0.1Sn. For this
purpose, we have newly developed the magnetic X-ray tomography measurement
system that can apply magnetic field, which plays a key role on the present
achievement. Through the tomographic reconstruction of the 3D magnetization
distribution based on the transmission images taken from various angles, a
genuine skyrmion string running through the entire thickness of the sample, as
well as various defect structures such as the interrupted and Y-shaped strings,
are successfully identified. The observed point defect may represent the
emergent magnetic monopole, as recently proposed theoretically. The present
tomographic approach with tunable magnetic field paves the way for the direct
visualization of the structural dynamics of individual skyrmion strings in the
3D space, which will contribute to the better understanding of the creation,
annihilation and transfer process of these topological objects toward the
potential device applications.
",cond-mat
"  We investigate the stability of the deformation modeled by the opening angle
method, often used to give a measure of residual stresses in arteries and other
biological soft tubular structures. Specifically, we study the influence of
stiffness contrast, dimensions and inner pressure on the onset of wrinkles when
an open sector of a soft tube, coated with a stiffer film, is bent into a full
cylinder. The tube and its coating are made of isotropic, incompressible,
hyperelastic materials. We provide a full analytical exposition of the
governing equations and the associated boundary value problem for the large
deformation and for the superimposed small-amplitude wrinkles. For
illustration, we solve them numerically with a robust algorithm in the case of
Mooney-Rivlin materials. We confront the results to experimental data that we
collected for soft silicone sectors. We study the influence of axial stretch
and inner pressure on the stability of closed-up coated tubes with material
parameters comparable with those of soft biological tubes such as arteries and
veins, although we do not account for anisotropy. We find that the large
deformation described in the opening angle method does not always exist, as it
can become unstable for certain combinations of dimensions and material
parameters.
",cond-mat
"  Phase-change materials based on Ge-Sb-Te alloys are widely used in industrial
applications such as nonvolatile memories, but reaction pathways for
crystalline-to-amorphous phase-change on picosecond timescales remain unknown.
Femtosecond laser excitation and an ultrashort x-ray probe is used to show the
temporal separation of electronic and thermal effects in a long-lived ($>$100
ps) transient metastable state of Ge$_{2}$Sb$_{2}$Te$_{5}$ with muted
interatomic interaction induced by a weakening of resonant bonding. Due to a
specific electronic state, the lattice undergoes a reversible nondestructive
modification over a nanoscale region, remaining cold for 4 ps. An independent
time-resolved x-ray absorption fine structure experiment confirms the existence
of an intermediate state with disordered bonds. This newly unveiled effect
allows the utilization of non-thermal ultra-fast pathways enabling artificial
manipulation of the switching process, ultimately leading to a redefined speed
limit, and improved energy efficiency and reliability of phase-change memory
technologies.
",cond-mat
"  Gerstenhaber and Schack ([GS]) developed a deformation theory of presheaves
of algebras on small categories. We translate their cohomological description
to sheaf cohomology. More precisely, we describe the deformation space of
(admissible) quasicoherent sheaves of algebras on a quasiprojective scheme $X$
in terms of sheaf cohomology on $X$ and $X\times X$. These results are applied
to the study of deformations of the sheaf $D_X$ of differential operators on
$X$. In particular, in case $X$ is a flag variety we show that any deformation
of $D_X$, which is induced by a deformation of $\cO_X$, must be trivial. This
result is used in [LR3], where we study the localization construction for
quantum groups.
",math
"  Evidence of flare induced, large-amplitude, decay-less transverse
oscillations is presented. A system of multi-thermal coronal loops as observed
with the Atmospheric Imaging Assembly (AIA), exhibit decay-less transverse
oscillations after a flare erupts nearby one of the loop footpoints. Measured
oscillation periods lie between 4.2 min and 6.9 min wherein the displacement
amplitudes range from 0.17 Mm to 1.16 Mm. A motion-magnification technique is
employed to detect the pre-flare decay-less oscillations. These oscillations
have similar periods (between 3.7 min and 5.0 min) like the previous ones but
their amplitudes (0.04 Mm to 0.12 Mm) are found to be significantly smaller. No
phase difference is found among oscillating threads of a loop when observed
through a particular AIA channel or when their multi-channel signatures are
compared. These features suggest that the occurrence of a flare in this case
neither changed the nature of these oscillations (decaying vs decay-less) nor
the oscillation periods. The only effect the flare has is to increase the
oscillation amplitudes.
",astro-ph
"  In this paper, we obtain an isometry between the Fock-Sobolev space and the
Gauss-Sobolev space. As an application, we use multipliers on the Gauss-Sobolev
space to characterize the boundedness of an integral operator on the
Fock-Sobolev space.
",math
"  This paper introduces a novel compatibility attack to detect a steganographic
message embedded in the DCT domain of a JPEG image at high-quality factors
(close to 100). Because the JPEG compression is not a surjective function, i.e.
not every DCT blocks can be mapped from a pixel block, embedding a message in
the DCT domain can create incompatible blocks. We propose a method to find such
a block, which directly proves that a block has been modified during the
embedding. This theoretical method provides many advantages such as being
completely independent to Cover Source Mismatch, having good detection power,
and perfect reliability since false alarms are impossible as soon as
incompatible blocks are found. We show that finding an incompatible block is
equivalent to proving the infeasibility of an Integer Linear Programming
problem. However, solving such a problem requires considerable computational
power and has not been reached for 8x8 blocks. Instead, a timing attack
approach is presented to perform steganalysis without potentially any false
alarms for large computing power.
",cs
"  In existing systems, the off-chip memory interface allows the memory
controller to perform only read or write operations. Therefore, to perform any
operation, the processor must first read the source data and then write the
result back to memory after performing the operation. This approach consumes
high latency, bandwidth, and energy for operations that work on a large amount
of data. Several works have proposed techniques to process data near memory by
adding a small amount of compute logic closer to the main memory chips. In this
article, we describe two techniques proposed by recent works that take this
approach of processing in memory further by exploiting the underlying operation
of the main memory technology to perform more complex tasks. First, we describe
RowClone, a mechanism that exploits DRAM technology to perform bulk copy and
initialization operations completely inside main memory. We then describe a
complementary work that uses DRAM to perform bulk bitwise AND and OR operations
inside main memory. These two techniques significantly improve the performance
and energy efficiency of the respective operations.
",cs
"  In this paper, we address the scene segmentation task by capturing rich
contextual dependencies based on the selfattention mechanism. Unlike previous
works that capture contexts by multi-scale features fusion, we propose a Dual
Attention Networks (DANet) to adaptively integrate local features with their
global dependencies. Specifically, we append two types of attention modules on
top of traditional dilated FCN, which model the semantic interdependencies in
spatial and channel dimensions respectively. The position attention module
selectively aggregates the features at each position by a weighted sum of the
features at all positions. Similar features would be related to each other
regardless of their distances. Meanwhile, the channel attention module
selectively emphasizes interdependent channel maps by integrating associated
features among all channel maps. We sum the outputs of the two attention
modules to further improve feature representation which contributes to more
precise segmentation results. We achieve new state-of-the-art segmentation
performance on three challenging scene segmentation datasets, i.e., Cityscapes,
PASCAL Context and COCO Stuff dataset. In particular, a Mean IoU score of 81.5%
on Cityscapes test set is achieved without using coarse data. We make the code
and trained model publicly available at https://github.com/junfu1115/DANet
",cs
"  Recent entity and relation extraction works focus on investigating how to
obtain a better span representation from the pre-trained encoder. However, a
major limitation of existing works is that they ignore the interrelation
between spans (pairs). In this work, we propose a novel span representation
approach, named Packed Levitated Markers (PL-Marker), to consider the
interrelation between the spans (pairs) by strategically packing the markers in
the encoder. In particular, we propose a neighborhood-oriented packing
strategy, which considers the neighbor spans integrally to better model the
entity boundary information. Furthermore, for those more complicated span pair
classification tasks, we design a subject-oriented packing strategy, which
packs each subject and all its objects to model the interrelation between the
same-subject span pairs. The experimental results show that, with the enhanced
marker feature, our model advances baselines on six NER benchmarks, and obtains
a 4.1%-4.3% strict relation F1 improvement with higher speed over previous
state-of-the-art models on ACE04 and ACE05.
",cs
"  We relate the second order structure function of a time series with the power
spectrum of the original variable, taking an assumption of statistical
stationarity. With this approach, we find that the structure function is
strongly influenced by the large scales. The large scale contribution and the
contribution range are respectively 79% and 1.4 decades for a Kolmogorov -5/3
power spectrum. We show numerically that a single scale influence range, over
smaller scales is about 2 decades. We argue that the structure function is not
a good method to extract the scaling exponents when the data possess large
energetic scales. An alternative methodology, the arbitrary order Hilbert
spectral analysis which may constrain this influence within 0.3 decade, is
proposed to characterize the {scaling} property directly in an
amplitude-frequency space. An analysis of passive scalar (temperature)
turbulence time series is presented to show the influence of large scale
structures in real turbulence, and the efficiency of the Hilbert-based
methodology. The corresponding scaling exponents $\zeta_{\theta}(q)$ provided
by the Hilbert-based approach indicate that the passive scalar turbulence field
may be less intermittent than what was previously believed.
",physics
"  For singular mean field equations defined on a compact Riemann surface, we
prove the uniqueness of bubbling solutions if some blowup points coincide with
bubbling sources. If the strength of the bubbling sources at blowup points are
not multiple of $4\pi$ we prove that bubbling solutions are unique under
non-degeneracy assumptions. This work extends a previous work of Bartolucci,
et, al \cite{bart-4}.
",math
"  Traffic accidents involving elderly drivers are an issue in a super-aging
society. A quick and low-cost aptitude test is required to reduce the number of
traffic accidents. This study proposed an oddball-serial visual search task
that assesses the individual's performance by his or her responses to the
presence of cued stimuli on the screen. Task difficulty varied by changing the
number of simultaneous stimuli; Accordingly, low performers were detected. In
addition, performance correlated with age. This implies that individual
characteristics related to driving performance that decline with age can be
detected by the proposed task. Since the task requires low-cost devices
(computer and response button), it is feasible for use as a quick and low-cost
aptitude test for elderly drivers.
",cs
"  In this paper we give a proof of the Bloch-Kato conjecture relating motivic
cohomology and etale cohomology. It is a corrected version of the paper with
the same title which posted earlier.
",math
"  We are interested in the fast computation of the exact value of integrals of
polynomial functions over convex polyhedra. We present speed ups and extensions
of the algorithms presented in previous work. We present the new software
implementation and provide benchmark computations. The computation of integrals
of polynomials over polyhedral regions has many applications; here we
demonstrate our algorithmic tools solving a challenge from combinatorial voting
theory.
",math
"  When the agent's observations or interactions are delayed, classic
reinforcement learning tools usually fail. In this paper, we propose a simple
yet new and efficient solution to this problem. We assume that, in the
undelayed environment, an efficient policy is known or can be easily learned,
but the task may suffer from delays in practice and we thus want to take them
into account. We present a novel algorithm, Delayed Imitation with Dataset
Aggregation (DIDA), which builds upon imitation learning methods to learn how
to act in a delayed environment from undelayed demonstrations. We provide a
theoretical analysis of the approach that will guide the practical design of
DIDA. These results are also of general interest in the delayed reinforcement
learning literature by providing bounds on the performance between delayed and
undelayed tasks, under smoothness conditions. We show empirically that DIDA
obtains high performances with a remarkable sample efficiency on a variety of
tasks, including robotic locomotion, classic control, and trading.
",cs
"  We establish a formal connection between the particle-particle (pp) random
phase approximation (RPA) and the ladder channel of the coupled cluster doubles
(CCD) equations. The relationship between RPA and CCD is best understood within
a Bogoliubov quasiparticle (qp) RPA formalism. This work is a follow-up to our
previous formal proof on the connection between particle-hole (ph) RPA and
ring-CCD. Whereas RPA is a quasibosonic approximation, CC theory is a correct
bosonization in the sense that the wavefunction and Hilbert space are exactly
fermionic. Coupled cluster theory achieves this goal by interacting the ph
(ring) and pp (ladder) diagrams via a third channel that we here call
""crossed-ring"" whose presence allows for full fermionic antisymmetry.
Additionally, coupled cluster incorporates what we call ""mosaic"" terms which
can be absorbed into defining a new effective one-body Hamiltonian. The
inclusion of these mosaic terms seems to be quite important. The pp-RPA an d
qp-RPA equations are textbook material in nuclear structure physics but are
largely unknown in quantum chemistry, where particle number fluctuations and
Bogoliubov determinants are rarely used. We believe that the ideas and
connections discussed in this paper may help design improved ways of
incorporating RPA correlation into density functionals based on a CC
perspective.
",physics
"  This volume represents the proceedings of the 37th Annual Workshop of the
Austrian Association for Pattern Recognition (\""OAGM/AAPR), held May 23-24,
2013, in Innsbruck, Austria.
",cs
"  This paper studies global existence, hydrodynamic limit, and large-time
behavior of weak solutions to a kinetic flocking model coupled to the
incompressible Navier-Stokes equations. The model describes the motion of
particles immersed in a Navier-Stokes fluid interacting through local
alignment. We first prove the existence of weak solutions using energy and
$L^p$ estimates together with the velocity averaging lemma. We also rigorously
establish a hydrodynamic limit corresponding to strong noise and local
alignment. In this limit, the dynamics can be totally described by a coupled
compressible Euler - incompressible Navier-Stokes system. The proof is via
relative entropy techniques. Finally, we show a conditional result on the
large-time behavior of classical solutions. Specifically, if the mass-density
satisfies a uniform in time integrability estimate, then particles align with
the fluid velocity exponentially fast without any further assumption on the
viscosity of the fluid.
",math
"  Radiative transfer out of local thermodynamic equilibrium (LTE) has been
increasingly adressed, mostly numerically, for about six decades now. However
the standard non-LTE problem most often refers to the only deviation of the
distribution of photons from their equilibrium i.e., Planckian, distribution.
Hereafter we revisit after Oxenius (1986) the so-called ""full non-LTE"" problem,
which considers to couple and therefore to solve self-consistently for
deviations from equilibrium distributions of photons as well as for massive
particles constituting the atmospheric plasma.
",astro-ph
"  Asteroseismic parameters allow us to measure the basic stellar properties of
field giants observed far across the Galaxy. Most of such determinations are,
up to now, based on simple scaling relations involving the large frequency
separation, \Delta\nu, and the frequency of maximum power, \nu$_{max}$. In this
work, we implement \Delta\nu\ and the period spacing, {\Delta}P, computed along
detailed grids of stellar evolutionary tracks, into stellar isochrones and
hence in a Bayesian method of parameter estimation. Tests with synthetic data
reveal that masses and ages can be determined with typical precision of 5 and
19 per cent, respectively, provided precise seismic parameters are available.
Adding independent information on the stellar luminosity, these values can
decrease down to 3 and 10 per cent respectively. The application of these
methods to NGC 6819 giants produces a mean age in agreement with those derived
from isochrone fitting, and no evidence of systematic differences between RGB
and RC stars. The age dispersion of NGC 6819 stars, however, is larger than
expected, with at least part of the spread ascribable to stars that underwent
mass-transfer events.
",astro-ph
"  The exchange bias (EB) effect was discovered 60 years ago by Meiklejohn and
Bean. Meanwhile the EB effect has become an integral part of modern magnetism
with implications for basic research and for numerous device applications. The
EB effect was the first of its kind which relates to an interface effect
between two different classes of materials, here between a ferromagnet and an
antiferromagnet. Here we review fundamental aspects of the exchange bias
effect.
",cond-mat
"  Doubles play an indispensable role in the movie industry. They take the place
of the actors in dangerous stunt scenes or scenes where the same actor plays
multiple characters. The double's face is later replaced with the actor's face
and expressions manually using expensive CGI technology, costing millions of
dollars and taking months to complete. An automated, inexpensive, and fast way
can be to use face-swapping techniques that aim to swap an identity from a
source face video (or an image) to a target face video. However, such methods
cannot preserve the source expressions of the actor important for the scene's
context. To tackle this challenge, we introduce video-to-video (V2V)
face-swapping, a novel task of face-swapping that can preserve (1) the identity
and expressions of the source (actor) face video and (2) the background and
pose of the target (double) video. We propose FaceOff, a V2V face-swapping
system that operates by learning a robust blending operation to merge two face
videos following the constraints above. It reduces the videos to a quantized
latent space and then blends them in the reduced space. FaceOff is trained in a
self-supervised manner and robustly tackles the non-trivial challenges of V2V
face-swapping. As shown in the experimental section, FaceOff significantly
outperforms alternate approaches qualitatively and quantitatively.
",cs
"  We model and study the genetic evolution and conservation of a population of
diploid hermaphroditic organisms, evolving continuously in time and subject to
resource competition. In the absence of mutations, the population follows a
3-type nonlinear birth-and-death process, in which birth rates are designed to
integrate Mendelian reproduction. We are interested in the long term genetic
behaviour of the population (adaptive dynamics), and in particular we compute
the fixation probability of a slightly non-neutral allele in the absence of
mutations, which involves finding the unique sub-polynomial solution of a
nonlinear 3-dimensional recurrence relationship. This equation is simplified to
a 1-order relationship which is proved to admit exactly one bounded solution.
Adding rare mutations and rescaling time, we study the successive mutation
fixations in the population, which are given by the jumps of a limiting Markov
process on the genotypes space. At this time scale, we prove that the fixation
rate of deleterious mutations increases with the number of already fixed
mutations, which creates a vicious circle called the extinction vortex.
",math
"  We report on an investigation of the double-layer manganite series
(La(1-z)Pr(z))1.2Sr1.8Mn2O7 (0 <= z <= 1), carried out on single crystals by
means of both macroscopic magnetometry and local probes of magnetism (muSR,
55Mn NMR). Muons and NMR demonstrate an antiferromagnetically ordered ground
state at non-ferromagnetic compositions (z >= 0.6), while more moderate Pr
substitutions (0.2 <= z <= 0.4) induce a spin reorientation transition within
the ferromagnetic phase.
  A large magnetic susceptibility is detected at {Tc,TN} < T < 250K at all
compositions. From 55Mn NMR spectroscopy, such a response is unambiguously
assigned to the intergrowth of a ferromagnetic pseudocubic phase
(La(1-z)Pr(z))(1-x)Sr(x)MnO3, with an overall volume fraction estimated as
0.5-0.7% from magnetometry. Evidence is provided for the coupling of the
magnetic moments of these inclusions with the magnetic moments of the
surrounding (La(1-z)Pr(z))1.2Sr1.8Mn2O7 phase, as in the case of finely
dispersed impurities. We argue that the ubiquitous intergrowth phase may play a
role in the marked first-order character of the magnetic transition and the
metamagnetic properties above Tc reported for double-layer manganites.
",cond-mat
"  We report preliminary results from our near-infrared JHK survey of star
clusters in the LMC. The primary goals of the survey are to study the
three-dimensional structure and distance of the LMC. In 2003 and 2004 we used
the Infrared Side Port Imager (ISPI) on the CTIO 4m to obtain near infrared
photometry for a sample of populous LMC clusters. We utilize the K-band
luminosity of core helium burning red clump (RC) stars to obtain individual
cluster distances and present a preliminary assessment of the structure and
geometry of the LMC based on a subset of our data.
",astro-ph
"  Policy specification for personal user data is a hard problem, as it depends
on many factors that cannot be predetermined by system developers.
Simultaneously, systems are increasingly relying on users to make security
decisions. In this paper, we propose the approach of Policy by Example (PyBE)
for specifying user-specific security policies. PyBE brings the benefits of the
successful approach of programming by example (PBE) for program synthesis to
the policy specification domain. In PyBE, users provide policy examples that
specify if actions should be allowed or denied in certain scenarios. PyBE then
predicts policy decisions for new scenarios. A key aspect of PyBE is its use of
active learning to enable users to correct potential errors in their policy
specification. To evaluate PyBE's effectiveness, we perform a feasibility study
with expert users. Our study demonstrates that PyBE correctly predicts policies
with 76% accuracy across all users, a significant improvement over naive
approaches. Finally, we investigate the causes of inaccurate predictions to
motivate directions for future research in this promising new domain.
",cs
"  We combine the latest spectrally stacked data of 21-cm emission from the
ALFALFA survey with an updated version of the Dark Sage semi-analytic model to
investigate the relative contributions of secular and environmental
astrophysical processes on shaping the HI fractions and quiescence of galaxies
in the local Universe. We calibrate the model to match the observed mean HI
fraction of all galaxies as a function of stellar mass. Without consideration
of stellar feedback, disc instabilities, and active galactic nuclei, we show
how the slope and normalisation of this relation would change significantly. We
find Dark Sage can reproduce the relative impact that halo mass is observed to
have on satellites' HI fractions and quiescent fraction. However, the model
satellites are systematically gas-poor. We discuss how this could be affected
by satellite--central cross-contamination from the group-finding algorithm
applied to the observed galaxies, but that it is not the full story. From our
results, we suggest the anti-correlation between satellites' HI fractions and
host halo mass, seen at fixed stellar mass and fixed specific star formation
rate, can be attributed almost entirely to ram-pressure stripping of cold gas.
Meanwhile, stripping of hot gas from around the satellites drives the
correlation of quiescent fraction with halo mass at fixed stellar mass. Further
detail in the modelling of galaxy discs' centres is required to solidify this
result, however. We contextualise our results with those from other
semi-analytic models and hydrodynamic simulations.
",astro-ph
"  Topological photonics have led to the robust optical behavior of the device,
which has solved the problem of the influence of manufacturing defects and
perturbations on the device performance. Meanwhile, temporal coupled-mode
theory (t-CMT) has been developed and applied widely. However, the t-CMT of
cascaded coupling cavities (CCC) system and its corresponding high-order filter
has yet to be established. Here the t-CMT of CCC system is established based on
the existing t-CMT. By combining the CCC with the topological waveguides, a
versatile design scheme of the high-order nonreciprocal add-drop filter (HONAF)
is proposed. The relationship between coupling effect of cavities and
transmission and filtering performance of HONAF is analyzed quantitatively,
then a method to improve the transmission efficiency and quality factor of the
filter is given. Based on the combination of gyromagnetic photonic crystals and
decagonal Penrose-type photonic quasicrystals, a HONAF is proposed. The
transmission and filtering performance of the HONAF are numerically analyzed,
which verifies the consistency between the theoretical prediction and the
numerical simulation. The t-CMT of CCC system established can be widely used in
the coupled resonator optical waveguides and their related systems. The
designed HONAF can also be applied and compatible to microwave communication
system.
",physics
"  Companion stars exposed to high energy radiation from a primary neutron star
or accreting black hole can experience significant spallation of their heavy
elements, so that their atmospheres would be extremely rich in lithium,
beryllium, and especially boron. In this paper we note that the detection or
non-detection of these elements, and their relative abundances if detected,
would provide a diagnostic of the high energy output of the primary, and
possibly the shock acceleration of particles at the companion's bow shock in a
pulsar wind.
",astro-ph
"  Carbon nanotube field-effect transistors with sub 20 nm long channels and
on/off current ratios of > 1000000 are demonstrated. Individual single-walled
carbon nanotubes with diameters ranging from 0.7 nm to 1.1 nm grown from
structured catalytic islands using chemical vapor deposition at 700 degree
Celsius form the channels. Electron beam lithography and a combination of HSQ,
calix[6]arene and PMMA e-beam resists were used to structure the short channels
and source and drain regions. The nanotube transistors display on-currents in
excess of 15 microA for drain-source biases of only 0.4 Volt.
",cond-mat
